0;0.0000766045
1;0.0000648039
2;0.0000807551
3;0.0000747345
4;0.0001612560
5;0.0000731986
6;0.0000844650
7;0.0000718339
8;0.0000582315
9;0.0001013403
10;0.0000679342
11;0.0000892942
12;0.0000604901
13;0.0000824928
14;0.0000633623
15;0.0000663864
16;0.0000825213
17;0.0000694853
18;0.0000948418
19;0.0000657190
20;0.0000707565
21;0.0000581567
22;0.0000705557
23;0.0000651670
24;0.0000581567
25;0.0000792427
26;0.0000771284
27;0.0000679498
28;0.0000581567
29;0.0000610314
30;0.0001137290
31;0.0000889342
32;0.0000574966
33;0.0001146842
34;0.0000736299
35;0.0000828790
36;0.0000663162
37;0.0000687295
38;0.0000657991
39;0.0000713359
40;0.0000702185
41;0.0000688306
42;0.0000647097
43;0.0000575869
44;0.0001077834
45;0.0000741585
46;0.0000824306
47;0.0000603720
48;0.0000792648
49;0.0000575869
50;0.0000977487
51;0.0000630352
52;0.0000880920
53;0.0000737874
54;0.0000798263
55;0.0000671045
56;0.0000579976
57;0.0000756032
58;0.0000977526
59;0.0000608228
60;0.0000574936
61;0.0000676224
62;0.0000574936
63;0.0000670869
64;0.0000574936
65;0.0000784685
66;0.0000882497
67;0.0000922797
68;0.0000632033
69;0.0000998415
70;0.0000684594
71;0.0001001062
72;0.0000634558
73;0.0000690681
74;0.0000819471
75;0.0000846329
76;0.0000695085
77;0.0001054425
78;0.0000650976
79;0.0001005507
80;0.0000676868
81;0.0000746298
82;0.0000579468
83;0.0000884015
84;0.0000678260
85;0.0000792604
86;0.0000774506
87;0.0001033584
88;0.0000680658
89;0.0000851905
90;0.0001023369
91;0.0000776527
92;0.0001092588
93;0.0000909965
94;0.0000995008
95;0.0000608543
96;0.0000582525
97;0.0000730917
98;0.0000799876
99;0.0001701438
100;0.0000663959
101;0.0000690798
102;0.0001340584
103;0.0000709252
104;0.0000583371
105;0.0000722088
106;0.0001033263
107;0.0000801083
108;0.0000697176
109;0.0000653753
110;0.0000994765
111;0.0000580637
112;0.0000607592
113;0.0000615562
114;0.0001093463
115;0.0000770201
116;0.0000580637
117;0.0000812166
118;0.0001272871
119;0.0000577993
120;0.0000896210
121;0.0001182846
122;0.0000628301
123;0.0000633399
124;0.0000818073
125;0.0001094362
126;0.0000601353
127;0.0001932327
128;0.0001091402
129;0.0001314488
130;0.0001160296
131;0.0001540942
132;0.0001143710
133;0.0001242035
134;0.0000914359
135;0.0000584646
136;0.0000721476
137;0.0000934404
138;0.0000761246
139;0.0000613387
140;0.0001083194
141;0.0000753543
142;0.0000647907
143;0.0000675026
144;0.0000578847
145;0.0000708270
146;0.0001457743
147;0.0001652412
148;0.0001151619
